domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
assets.performance.gov,Yes,Yes,4,1,2025-06-22T00:00:00,2026-12-05T23:59:59,19172439254;26542971712;26539847917;19171419386,"C=US, O=Amazon, CN=Amazon RSA 2048 M04"
bidenadministration.archives.performance.gov,Yes,Yes,2,1,2026-05-12T19:21:01,2026-08-10T19:21:00,26291431433;26291430269,"C=US, O=Let's Encrypt, CN=R13"
cio.gov,Yes,No,2,1,2025-06-26T00:00:00,2026-07-19T23:59:59,19727134099;19267054406,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cms.permits.performance.gov,No,Yes,6,2,2025-07-22T00:00:00,2026-11-04T23:59:59,19821267958;22210815537;21093559569;22210840798;21093559189;23789540409,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
data.permits.performance.gov,Yes,Yes,2,1,2026-03-30T17:11:36,2026-10-15T17:11:36,25305375570;25278595464,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign GCC R6 AlphaSSL CA 2025"
dot.gov,Yes,No,2,1,2025-11-04T00:00:00,2026-11-04T23:59:59,22210840798;22210815537,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
obamaadministration.archives.performance.gov,Yes,Yes,4,2,2026-03-30T09:20:56,2026-08-27T09:20:56,26729534326;25444595088;26729525414;25320074201,"C=US, O=Let's Encrypt, CN=YR1;C=US, O=Let's Encrypt, CN=R12"
performance.gov,No,Yes,2,1,2025-06-26T00:00:00,2026-07-19T23:59:59,19727134099;19267054406,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
permits.performance.gov,Yes,Yes,4,1,2026-01-15T00:00:00,2027-01-15T23:59:59,23789487051;23789487073;23786661754;23786660861,"C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
staging.performance.gov,Yes,Yes,4,2,2026-03-30T10:20:57,2026-08-27T10:20:56,26730678837;26730677546;25290635989;25379534532,"C=US, O=Let's Encrypt, CN=YR2;C=US, O=Let's Encrypt, CN=R12"
trumpadministration.archives.performance.gov,Yes,Yes,2,1,2026-05-23T17:21:34,2026-08-21T17:21:33,26583016192;26583020790,"C=US, O=Let's Encrypt, CN=R13"
www.dot.gov,Yes,No,4,1,2025-07-22T00:00:00,2026-07-21T23:59:59,21093559569;21093559189;19821267958;23789540409,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
www.performance.gov,Yes,Yes,6,3,2025-06-26T00:00:00,2026-08-27T10:20:56,26730716220;25447697587;19727134099;19267054406;26730680446;25292119081,"C=US, O=Let's Encrypt, CN=YR1;C=US, O=Let's Encrypt, CN=R13;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
www.permits.performance.gov,No,Yes,10,2,2025-07-22T00:00:00,2027-01-15T23:59:59,23789487051;19821267958;23789487073;23786661754;22210815537;21093559569;23786660861;22210840798;21093559189;23789540409,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1;C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
www.trumpadministration.archives.performance.gov,No,Yes,2,1,2026-05-23T17:21:34,2026-08-21T17:21:33,26583016192;26583020790,"C=US, O=Let's Encrypt, CN=R13"
