domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
akamai-san12.exacttarget.com,Yes,No,2,1,2026-03-09T00:00:00,2026-09-23T23:59:59,25297913093;24866132075,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
artistportal.usmint.gov,Yes,Yes,2,1,2025-12-08T00:00:00,2026-12-08T23:59:59,22988399889;22988381996,"C=CA, O=Entrust Limited, CN=Entrust DV TLS Issuing RSA CA 2"
author.usmint.gov,Yes,Yes,7,4,2026-01-13T00:00:00,2027-01-13T23:59:59,23745716962;25645122946;23745718112;25281219535;24260162092;25281219782;24260159742,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA DV R36;C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2;C=US, O=Google Trust Services, CN=WR1;C=US, O=Google Trust Services, CN=WE1"
catalog.usmint.gov,No,Yes,4,2,2025-05-15T00:00:00,2027-01-13T23:59:59,23745716962;23745718112;18427322262;18427322755,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA DV R36;C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
click.email.usmint.gov,Yes,Yes,3,1,2025-07-30T00:00:00,2026-10-21T23:59:59,20018634100;21153522594;21153489794,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
cloud.email.usmint.gov,Yes,Yes,2,1,2025-05-03T00:00:00,2026-11-04T23:59:59,18200638915;25601011867,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
denverminttours.usmint.gov,Yes,Yes,4,2,2026-03-09T00:00:00,2026-09-26T23:59:59,24884321408;24884321189;24924995736;24924976126,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA DV R36;C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2"
dev-author.usmint.gov,Yes,Yes,10,4,2026-01-13T00:00:00,2027-01-13T23:59:59,23745716962;25781369303;25634893932;24251438036;25693775292;23745718112;24251437894;25281219535;25281219782;25626296479,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA DV R36;C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2;C=US, O=Google Trust Services, CN=WR1;C=US, O=Google Trust Services, CN=WE1"
dev-dispatcher.usmint.gov,No,Yes,6,4,2026-01-13T00:00:00,2027-01-13T23:59:59,23745716962;25067222391;23745718112;25281219535;25281219782;25067209744,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA DV R36;C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2;C=US, O=Google Trust Services, CN=WR1;C=US, O=Google Trust Services, CN=WE1"
dev-publish.usmint.gov,Yes,Yes,8,4,2026-01-13T00:00:00,2027-01-13T23:59:59,23745716962;25643449565;23745718112;24248442704;25281219535;25281219782;24248457522;25628467588,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA DV R36;C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2;C=US, O=Google Trust Services, CN=WR1;C=US, O=Google Trust Services, CN=WE1"
dev.kids.usmint.gov,No,Yes,2,1,2026-02-23T14:37:04,2026-05-24T14:37:03,24598897110;24598892992,"C=US, O=Let's Encrypt, CN=R12"
development.usmint.gov,Yes,Yes,10,4,2025-05-15T00:00:00,2027-01-13T23:59:59,25520940389;23745716962;24200614262;23745718112;18427322262;25573159492;25517531014;25576958499;24200615883;18427322755,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA DV R36;C=CA, O=Entrust Limited, CN=Entrust OV TLS Issuing RSA CA 2;C=US, O=Google Trust Services, CN=WR1;C=US, O=Google Trust Services, CN=WE1"
