domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
a3pas-backend.usps.com,No,Yes,4,1,2025-07-31T00:00:00,2026-08-04T23:59:59,20036787269;20036786834;20113025194;20113025193,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
a3pas-cat-backend.usps.com,No,Yes,2,1,2025-07-10T00:00:00,2026-07-10T23:59:59,19579388984;19579389093,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
a3pas-cat.usps.com,Yes,Yes,4,1,2025-07-10T00:00:00,2026-07-10T23:59:59,19579326558;19579388984;19579326657;19579389093,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
a3pas-node.usps.com,Yes,Yes,2,1,2026-03-23T00:00:00,2026-10-07T23:59:59,25178392336;25178416275,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
a3pas-sit.usps.com,Yes,Yes,2,1,2025-06-11T00:00:00,2026-06-11T23:59:59,18963339734;18963339470,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
a3pas.usps.com,No,Yes,6,1,2025-07-31T00:00:00,2026-10-07T23:59:59,20036786834;20036787269;20113025193;25178392336;20113025194;25178416275,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
abrm-prod-backend.usps.com,No,Yes,2,1,2025-08-04T00:00:00,2026-08-04T23:59:59,20118777514;20118777512,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
abrm-prod.usps.com,Yes,Yes,4,1,2025-06-30T00:00:00,2026-08-04T23:59:59,20118777514;19351661250;20118777512;19351661016,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
akastage-ivs-sign.cat.usps.com,No,Yes,4,1,2025-11-17T00:00:00,2026-11-16T23:59:59,24740307795;24741650803;22724424584;22542144101,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
akastage-lastmiledelivery-cat.usps.com,No,Yes,4,1,2025-12-30T00:00:00,2027-01-13T23:59:59,23747315720;23460541755;23460555705;23747312575,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
akastage-trkcnfrm1.smi.usps.com,No,Yes,4,1,2025-11-17T00:00:00,2026-11-16T23:59:59,24740307795;24741650803;22724424584;22542144101,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
akastage-www.m.usps.com,No,Yes,4,1,2025-11-17T00:00:00,2026-11-16T23:59:59,24740307795;24741650803;22724424584;22542144101,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
akastage-www.uspsmailanalytics-cat.usps.com,No,Yes,4,1,2025-11-17T00:00:00,2026-11-16T23:59:59,24740307795;24741650803;22724424584;22542144101,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
alb1.muspscom-cat.usps.com,No,Yes,2,1,2026-01-09T00:00:00,2027-01-09T23:59:59,23661579206;23661579200,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
alb1.muspscom.usps.com,No,Yes,2,1,2026-03-06T00:00:00,2027-03-06T23:59:59,24820750533;24820750839,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
alb2.muspscom-cat.usps.com,No,Yes,2,1,2026-01-09T00:00:00,2027-01-09T23:59:59,23661579206;23661579200,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
alb2.muspscom.usps.com,No,Yes,2,1,2026-03-06T00:00:00,2027-03-06T23:59:59,24820750533;24820750839,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
amps-mobi.usps.com,Yes,Yes,4,1,2026-03-16T00:00:00,2026-09-30T23:59:59,25028007982;25028917994;25027991292;25028936953,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
anchor.usps.com,Yes,Yes,2,1,2026-01-06T00:00:00,2027-01-06T23:59:59,23588810330;23588811156,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
api-cat-ea.usps.com,No,Yes,2,1,2025-08-08T00:00:00,2026-08-08T23:59:59,20194015700;20194015042,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
api-cat-sm.usps.com,No,Yes,2,1,2025-08-08T00:00:00,2026-08-08T23:59:59,20194015700;20194015042,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
api-cat.usps.com,Yes,Yes,2,1,2025-08-08T00:00:00,2026-08-08T23:59:59,20194015700;20194015042,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
api-cns-b.usps.com,Yes,Yes,6,1,2025-08-27T00:00:00,2027-01-30T23:59:59,20632374225;20613751857;20613752562;24081081642;24081101231;20632374003,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
api-ea.usps.com,No,Yes,12,1,2026-02-06T00:00:00,2027-03-11T23:59:59,24929623967;24914528118;24929778803;24914738836;24914738470;24227710822;24227577628;24929623164;24227709115;24929778847;24227576355;24914524351,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
api-sm.usps.com,No,Yes,12,1,2026-02-06T00:00:00,2027-03-11T23:59:59,24929623967;24914528118;24929778803;24914738836;24914738470;24227710822;24227577628;24929623164;24227709115;24929778847;24227576355;24914524351,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
api-tem-ea.usps.com,No,Yes,4,1,2026-03-11T00:00:00,2027-03-11T23:59:59,24914738836;24914738470;24914524351;24914528118,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
api-tem-sm.usps.com,No,Yes,4,1,2026-03-11T00:00:00,2027-03-11T23:59:59,24914738836;24914738470;24914524351;24914528118,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
api-tem.usps.com,No,Yes,4,1,2026-03-11T00:00:00,2027-03-11T23:59:59,24914738836;24914738470;24914524351;24914528118,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
