domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
DevLearning.cisa.gov,Yes,Yes,2,2,2024-08-22T00:00:00,2025-08-22T23:59:59,14572260727;14244589345,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1"
EO13650.development.gateway.cisa.gov,No,Yes,9,3,2024-08-15T00:00:00,2026-06-16T23:59:59,17605944918;17605302254;14151373639;19062508737;14151361571;14707748631;19103758157;19062555136;17627970120,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1"
EO13650.gateway.cisa.gov,No,Yes,15,3,2024-08-13T00:00:00,2026-06-16T23:59:59,17605944918;14123973885;14124114320;17605302254;14151373639;19245435572;19062508737;19103777205;14151361571;14707748631;19103758157;14123973886;19062555136;19103765042;17627970120,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1"
Learning.cisa.gov,Yes,Yes,2,2,2024-08-22T00:00:00,2025-08-22T23:59:59,14244603812;14572195902,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1"
Malware.cisa.gov,Yes,Yes,2,1,2024-08-06T00:00:00,2025-08-06T23:59:59,14414551457;14019267221,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
access-dev.cisa.gov,No,Yes,2,2,2025-05-21T11:31:13,2025-08-19T12:31:20,18537597042;18537596434,"C=US, O=Google Trust Services, CN=WR1;C=US, O=Google Trust Services, CN=WE1"
access-uat.cisa.gov,No,Yes,2,2,2025-05-21T11:31:13,2025-08-19T12:31:20,18537597042;18537596434,"C=US, O=Google Trust Services, CN=WR1;C=US, O=Google Trust Services, CN=WE1"
access.cisa.gov,No,Yes,4,2,2025-05-16T15:36:52,2025-08-19T12:31:20,18445064654;18537597042;18537596434;18445063647,"C=US, O=Google Trust Services, CN=WR1;C=US, O=Google Trust Services, CN=WE1"
adfs.venom.cisa.gov,Yes,Yes,2,1,2024-09-30T00:00:00,2025-09-30T23:59:59,15638740134;14748158742,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
askcisa.cisa.gov,Yes,Yes,1,1,2024-07-15T00:00:00,2025-07-14T23:59:59,13752578819,"C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
